,AGCNr,DECdeg_OC,RAdeg_OC,X,Y,name_g,name_r
28,6807,25.98917,177.60541,1175.041157,149.4833575,fpC-005116-g6-0058.fit,fpC-005116-r6-0058.fit
1032,749220,25.98333,178.31833,820.4667499,521.2092208,fpC-005116-g6-0062.fit,fpC-005116-r6-0062.fit
47,7852,26.07222,190.40584,1160.385062,1247.870692,fpC-005116-g6-0134.fit,fpC-005116-r6-0134.fit
186,188851,11.07361,120.71251,818.3067404,846.0741493,fpC-005137-g3-0047.fit,fpC-005137-r3-0047.fit
1094,749423,23.83528,165.16083,1421.62812,1342.646861,fpC-005137-g4-0341.fit,fpC-005137-r4-0341.fit
182,188781,16.19222,132.11583,321.0494194,1308.516988,fpC-005137-g5-0128.fit,fpC-005137-r5-0128.fit
993,740874,23.84639,171.26001,1068.633072,72.08512101,fpC-005140-g2-0129.fit,fpC-005140-r2-0129.fit
1102,749436,23.91889,171.34958,1649.67697,878.8350866,fpC-005140-g2-0129.fit,fpC-005140-r2-0129.fit
1097,749426,23.86833,166.82417,1736.489159,215.8510069,fpC-005140-g3-0102.fit,fpC-005140-r3-0102.fit
926,731695,24.25306,171.25584,936.3130281,410.0532807,fpC-005140-g3-0129.fit,fpC-005140-r3-0129.fit
928,731710,24.29917,171.66083,1021.290826,1069.045597,fpC-005140-g3-0131.fit,fpC-005140-r3-0131.fit
931,731735,24.2925,172.59792,229.967321,627.006801,fpC-005140-g3-0137.fit,fpC-005140-r3-0137.fit
1103,749437,24.51583,173.2121,1802.009476,427.2603424,fpC-005140-g3-0141.fit,fpC-005140-r3-0141.fit
1100,749433,24.68722,170.79916,1432.037281,1138.106663,fpC-005140-g4-0126.fit,fpC-005140-r4-0126.fit
1101,749435,25.5825,171.2825,1490.93366,484.1253003,fpC-005140-g6-0130.fit,fpC-005140-r6-0130.fit
930,731734,25.65417,172.50333,1180.050337,982.7149265,fpC-005140-g6-0137.fit,fpC-005140-r6-0137.fit
140,174610,9.03639,117.93749,857.4621234,341.4239288,fpC-005182-g3-0020.fit,fpC-005182-r3-0020.fit
240,193877,15.82417,141.61501,1461.257495,232.0094956,fpC-005183-g1-0073.fit,fpC-005183-r1-0073.fit
155,182462,13.84111,133.14084,1390.031483,1278.340133,fpC-005183-g2-0016.fit,fpC-005183-r2-0016.fit
765,257918,16.00861,233.64417,478.2501597,1346.70171,fpC-005183-g5-0657.fit,fpC-005183-r5-0657.fit
761,257889,15.90167,228.94124,1522.418611,1025.31511,fpC-005194-g2-0743.fit,fpC-005194-r2-0743.fit
770,257940,13.66528,236.77959,1566.632065,722.2997543,fpC-005194-g2-0796.fit,fpC-005194-r2-0796.fit
139,174601,8.83306,116.84708,684.6123265,1089.362527,fpC-005194-g4-0019.fit,fpC-005194-r4-0019.fit
758,253929,15.62194,233.00626,1231.763502,535.130525,fpC-005194-g4-0769.fit,fpC-005194-r4-0769.fit
141,174612,9.70111,118.07083,368.3299216,542.2726706,fpC-005194-g5-0029.fit,fpC-005194-r5-0029.fit
775,257955,14.2675,238.74167,609.5129671,575.3151761,fpC-005194-g5-0807.fit,fpC-005194-r5-0807.fit
836,267971,13.16361,242.51207,1605.482645,1313.015456,fpC-005194-g5-0832.fit,fpC-005194-r5-0832.fit
837,267972,13.09667,242.51459,1036.94433,169.4304478,fpC-005194-g5-0833.fit,fpC-005194-r5-0833.fit
996,742512,23.86389,189.35249,1752.386883,750.7765883,fpC-005224-g1-0234.fit,fpC-005224-r1-0234.fit
886,719525,23.95444,176.65166,311.0728515,1406.001539,fpC-005224-g2-0156.fit,fpC-005224-r2-0156.fit
1109,749450,24.23056,180.81209,1224.565841,627.4064942,fpC-005224-g2-0182.fit,fpC-005224-r2-0182.fit
37,7236,24.265,183.45416,1074.594663,753.5433247,fpC-005224-g2-0198.fit,fpC-005224-r2-0198.fit
948,732120,24.28111,186.59209,1225.250134,899.796526,fpC-005224-g2-0217.fit,fpC-005224-r2-0217.fit
22,6287,23.91028,169.02707,1736.996513,879.1107543,fpC-005224-g3-0110.fit,fpC-005224-r3-0110.fit
524,226891,24.60778,181.68959,637.8011253,1179.976799,fpC-005224-g3-0187.fit,fpC-005224-r3-0187.fit
944,732086,24.7125,185.32625,1259.011739,1290.701484,fpC-005224-g3-0209.fit,fpC-005224-r3-0209.fit
951,732178,24.54861,188.81166,208.5344941,168.2921768,fpC-005224-g3-0231.fit,fpC-005224-r3-0231.fit
960,732545,24.09222,197.34332,259.8263573,183.0332203,fpC-005224-g3-0283.fit,fpC-005224-r3-0283.fit
1096,749425,24.03361,166.66335,1483.103331,590.9265534,fpC-005224-g4-0096.fit,fpC-005224-r4-0096.fit
924,731568,24.06083,167.87291,436.0312375,1054.234024,fpC-005224-g4-0103.fit,fpC-005224-r4-0103.fit
929,731719,24.53583,172.12915,868.3952569,1194.348416,fpC-005224-g4-0129.fit,fpC-005224-r4-0129.fit
1104,749438,24.58722,173.41417,382.630017,930.8157048,fpC-005224-g4-0137.fit,fpC-005224-r4-0137.fit
932,731779,24.72028,174.20209,1053.625265,713.2591617,fpC-005224-g4-0142.fit,fpC-005224-r4-0142.fit
1105,749439,24.75139,175.28708,660.8264595,140.6540328,fpC-005224-g4-0149.fit,fpC-005224-r4-0149.fit
935,731805,24.92555,177.65416,1016.170169,675.1706367,fpC-005224-g4-0163.fit,fpC-005224-r4-0163.fit
937,731831,25.04833,179.46666,1422.986254,674.8181948,fpC-005224-g4-0174.fit,fpC-005224-r4-0174.fit
1111,749453,25.12889,182.41042,1429.105393,422.8695082,fpC-005224-g4-0192.fit,fpC-005224-r4-0192.fit
949,732134,25.08945,187.05333,995.1264209,530.4890094,fpC-005224-g4-0220.fit,fpC-005224-r4-0220.fit
957,732305,24.99917,192.20375,1620.477503,758.1891547,fpC-005224-g4-0251.fit,fpC-005224-r4-0251.fit
936,731822,25.46056,178.75458,1606.259273,433.3778663,fpC-005224-g5-0170.fit,fpC-005224-r5-0170.fit
543,229053,25.56833,184.56459,1412.095036,472.3535225,fpC-005224-g5-0205.fit,fpC-005224-r5-0205.fit
946,732118,25.57056,186.53416,1497.2778,291.4062847,fpC-005224-g5-0217.fit,fpC-005224-r5-0217.fit
961,732593,24.74222,199.53168,289.6697699,1298.665194,fpC-005224-g5-0295.fit,fpC-005224-r5-0295.fit
1106,749440,25.70861,177.84625,408.8317678,1273.10506,fpC-005224-g6-0164.fit,fpC-005224-r6-0164.fit
59,8957,23.84,210.68668,1771.881019,1369.587217,fpC-005224-g6-0363.fit,fpC-005224-r6-0363.fit
726,249050,15.76417,219.27,903.7481964,648.2508618,fpC-005308-g1-0181.fit,fpC-005308-r1-0181.fit
772,257946,11.88806,237.33501,106.5810188,556.6170971,fpC-005308-g2-0301.fit,fpC-005308-r2-0301.fit
847,268145,10.29806,243.2525,1072.262512,839.4007081,fpC-005308-g2-0341.fit,fpC-005308-r2-0341.fit
662,242176,15.83444,223.43625,1286.864221,823.6410955,fpC-005308-g3-0207.fit,fpC-005308-r3-0207.fit
849,268158,9.87278,245.88458,511.1067512,1352.310656,fpC-005308-g3-0358.fit,fpC-005308-r3-0358.fit
763,257907,14.40861,231.61,1431.297089,109.5709016,fpC-005308-g4-0261.fit,fpC-005308-r4-0261.fit
848,268151,10.56389,245.22334,930.6181534,638.439146,fpC-005308-g4-0353.fit,fpC-005308-r4-0353.fit
769,257939,13.45889,236.73332,973.45681,1095.283969,fpC-005308-g5-0294.fit,fpC-005308-r5-0294.fit
223,193781,13.61639,140.42375,1501.948793,1205.851233,fpC-005312-g1-0054.fit,fpC-005312-r1-0054.fit
320,205104,15.76028,150.48,1284.25986,573.3759746,fpC-005312-g1-0121.fit,fpC-005312-r1-0121.fit
222,193780,13.82,139.73126,959.13966,1162.863518,fpC-005312-g2-0050.fit,fpC-005312-r2-0050.fit
241,193881,14.79139,142.38751,171.010992,131.6579212,fpC-005312-g3-0069.fit,fpC-005312-r3-0069.fit
777,258008,14.03972,230.52667,1559.271519,1107.129055,fpC-005314-g3-0348.fit,fpC-005314-r3-0348.fit
760,257881,14.9325,227.88916,89.6912515,1126.791828,fpC-005314-g4-0330.fit,fpC-005314-r4-0330.fit
767,257923,13.21778,233.92416,1835.751444,292.6237815,fpC-005317-g3-0070.fit,fpC-005317-r3-0070.fit
68,9941,12.96056,234.59125,1107.857907,1159.530407,fpC-005317-g3-0074.fit,fpC-005317-r3-0074.fit
70,10014,12.51056,236.43333,1473.534602,300.5971837,fpC-005317-g3-0087.fit,fpC-005317-r3-0087.fit
700,248870,15.23222,210.82584,254.3045575,1312.037975,fpC-005318-g2-0060.fit,fpC-005318-r2-0060.fit
717,248945,13.16972,221.74792,592.1040781,911.3024614,fpC-005322-g1-0082.fit,fpC-005322-r1-0082.fit
786,258125,11.765,230.77083,130.9074168,291.7540588,fpC-005322-g2-0142.fit,fpC-005322-r2-0142.fit
846,268137,9.11778,241.97333,231.7720487,1213.024737,fpC-005322-g2-0217.fit,fpC-005322-r2-0217.fit
720,248959,14.62472,218.08876,433.2244631,854.710747,fpC-005322-g3-0057.fit,fpC-005322-r3-0057.fit
794,258168,10.79083,237.36624,1044.988792,1046.191535,fpC-005322-g3-0185.fit,fpC-005322-r3-0185.fit
721,248970,14.93611,219.55125,1560.012699,808.3017866,fpC-005322-g4-0066.fit,fpC-005322-r4-0066.fit
762,257895,12.93056,229.41208,283.9627164,1220.820038,fpC-005322-g4-0131.fit,fpC-005322-r4-0131.fit
757,253923,12.06361,233.49501,489.6311729,197.6894079,fpC-005322-g4-0159.fit,fpC-005322-r4-0159.fit
755,253921,11.2175,237.71791,1744.796719,447.8474501,fpC-005322-g4-0187.fit,fpC-005322-r4-0187.fit
820,262401,10.13889,241.86542,1341.009157,663.9541204,fpC-005322-g4-0215.fit,fpC-005322-r4-0215.fit
716,248941,15.68639,216.57249,189.9111091,1144.988834,fpC-005322-g5-0046.fit,fpC-005322-r5-0046.fit
719,248953,15.65917,217.52251,1272.190529,1228.43458,fpC-005322-g5-0052.fit,fpC-005322-r5-0052.fit
708,248913,14.42417,224.53833,1113.35456,1234.595274,fpC-005322-g5-0098.fit,fpC-005322-r5-0098.fit
764,257911,12.96778,231.93832,1614.444287,1232.410629,fpC-005322-g5-0147.fit,fpC-005322-r5-0147.fit
771,257944,15.24306,237.01584,1109.419832,111.0511582,fpC-005323-g2-0060.fit,fpC-005323-r2-0060.fit
833,267936,14.13556,240.33456,1580.279047,1036.805166,fpC-005323-g2-0082.fit,fpC-005323-r2-0082.fit
773,257950,15.87333,237.82292,1245.647717,769.497157,fpC-005323-g4-0063.fit,fpC-005323-r4-0063.fit
774,257954,15.9375,238.70541,593.5767033,1026.766925,fpC-005323-g5-0068.fit,fpC-005323-r5-0068.fit
702,248876,14.64694,211.46375,1467.399526,1303.936898,fpC-005326-g1-0077.fit,fpC-005326-r1-0077.fit
584,233677,15.60833,205.67291,216.0149802,152.6335476,fpC-005326-g2-0040.fit,fpC-005326-r2-0040.fit
565,233571,15.37333,209.42082,1880.420548,354.5856478,fpC-005326-g2-0064.fit,fpC-005326-r2-0064.fit
711,248928,14.3625,215.66376,407.5222436,156.0936633,fpC-005326-g2-0105.fit,fpC-005326-r2-0105.fit
712,248932,14.42472,215.91083,1301.194794,857.7563009,fpC-005326-g2-0106.fit,fpC-005326-r2-0106.fit
588,233687,15.95583,207.44833,1258.836042,272.8360901,fpC-005326-g3-0051.fit,fpC-005326-r3-0051.fit
701,248874,15.37639,211.3629,290.2752025,903.5524052,fpC-005326-g3-0076.fit,fpC-005326-r3-0076.fit
715,248940,13.79778,221.55333,173.9076931,504.7164108,fpC-005326-g3-0143.fit,fpC-005326-r3-0143.fit
797,258216,10.50944,237.28375,287.170371,521.8254635,fpC-005326-g3-0248.fit,fpC-005326-r3-0248.fit
654,242016,14.21306,221.60124,148.1027003,244.8997938,fpC-005326-g4-0143.fit,fpC-005326-r4-0143.fit
756,253922,12.0225,233.05418,1147.680133,127.0507017,fpC-005326-g4-0219.fit,fpC-005326-r4-0219.fit
766,257921,12.33694,233.78291,1575.087982,350.4155087,fpC-005326-g5-0223.fit,fpC-005326-r5-0223.fit
791,258154,11.74361,235.76833,378.8862345,1076.474587,fpC-005326-g5-0236.fit,fpC-005326-r5-0236.fit
724,248982,15.33083,220.9579,1508.799711,1039.381763,fpC-005326-g6-0137.fit,fpC-005326-r6-0137.fit
718,248950,15.09639,221.78708,709.8420905,411.7892481,fpC-005326-g6-0143.fit,fpC-005326-r6-0143.fit
839,268002,11.69667,245.00166,1959.914396,1277.952205,fpC-005330-g3-0108.fit,fpC-005330-r3-0108.fit
841,268006,11.905,245.64334,1829.05749,590.5313465,fpC-005330-g4-0112.fit,fpC-005330-r4-0112.fit
842,268008,11.73944,245.94501,1307.326839,901.2232513,fpC-005330-g4-0114.fit,fpC-005330-r4-0114.fit
778,258032,14.5075,238.78958,912.0429663,879.5900488,fpC-005330-g5-0064.fit,fpC-005330-r5-0064.fit
776,257963,14.25139,239.37709,301.7031858,1076.472799,fpC-005330-g5-0068.fit,fpC-005330-r5-0068.fit
378,215143,16.02472,173.95583,893.347915,948.9240731,fpC-005360-g1-0184.fit,fpC-005360-r1-0184.fit
582,233658,15.44083,204.79958,1731.942969,1210.920109,fpC-005360-g1-0382.fit,fpC-005360-r1-0382.fit
13,5633,14.75639,156.16666,1542.386017,1213.977174,fpC-005360-g2-0069.fit,fpC-005360-r2-0069.fit
579,233633,16.08917,202.05624,1500.641931,1255.307006,fpC-005360-g2-0364.fit,fpC-005360-r2-0364.fit
316,205062,15.37083,158.50917,389.5297924,581.702727,fpC-005360-g3-0085.fit,fpC-005360-r3-0085.fit
390,215256,16.01639,165.86002,629.0418791,988.4510066,fpC-005381-g2-0079.fit,fpC-005381-r2-0079.fit
391,215259,16.11139,166.13583,1252.583842,748.6504267,fpC-005381-g2-0081.fit,fpC-005381-r2-0081.fit
581,233638,16.16667,202.82666,894.8399161,974.6445399,fpC-005390-g2-0192.fit,fpC-005390-r2-0192.fit
534,227962,5.34056,186.40417,1268.277867,445.9471826,fpC-005402-g4-0032.fit,fpC-005402-r4-0032.fit
533,227957,6.15528,185.73291,1033.502521,1165.806642,fpC-005402-g6-0027.fit,fpC-005402-r6-0027.fit
185,188845,11.62361,120.30417,1101.191208,296.0290033,fpC-005794-g4-0032.fit,fpC-005794-r4-0032.fit
237,193846,14.5775,135.9875,373.5549562,347.9659625,fpC-005815-g2-0090.fit,fpC-005815-r2-0090.fit
128,123172,29.17555,41.845,648.9336906,286.4489535,fpC-005817-g1-0155.fit,fpC-005817-r1-0155.fit
119,122218,28.01972,38.81375,1939.848915,171.2227595,fpC-005817-g5-0140.fit,fpC-005817-r5-0140.fit
115,121174,29.90639,39.56833,594.6236833,482.4274945,fpC-005817-g6-0153.fit,fpC-005817-r6-0153.fit
126,123047,31.45722,40.44917,991.9289219,1197.831613,fpC-005817-g6-0164.fit,fpC-005817-r6-0164.fit
183,188785,12.37194,134.03082,1076.736454,1124.031278,fpC-005849-g2-0117.fit,fpC-005849-r2-0117.fit
197,191791,14.58389,137.22415,1723.028059,942.7933235,fpC-005849-g5-0141.fit,fpC-005849-r5-0141.fit
124,122924,24.48667,38.6775,1747.482121,590.349189,fpC-005934-g1-0099.fit,fpC-005934-r1-0099.fit
127,123170,29.28806,41.01333,1221.904361,422.3052538,fpC-005934-g2-0134.fit,fpC-005934-r2-0134.fit
123,122884,25.15306,38.2225,198.013059,229.3135291,fpC-005934-g3-0102.fit,fpC-005934-r3-0102.fit
7,2144,29.25972,39.875,1464.105186,84.23673679,fpC-005934-g4-0131.fit,fpC-005934-r4-0131.fit
121,122874,24.43389,36.56125,1955.502271,540.2394762,fpC-005934-g5-0093.fit,fpC-005934-r5-0093.fit
122,122877,24.87,36.88292,1309.193632,1187.007239,fpC-005934-g5-0096.fit,fpC-005934-r5-0096.fit
118,122211,26.54222,37.90375,556.5204728,828.3150659,fpC-005934-g5-0109.fit,fpC-005934-r5-0109.fit
117,122210,26.79694,37.8875,1708.741992,119.0903199,fpC-005934-g5-0111.fit,fpC-005934-r5-0111.fit
116,122138,28.17889,38.31625,428.6661372,653.1711814,fpC-005934-g6-0120.fit,fpC-005934-r6-0120.fit
125,123046,31.49139,40.30125,244.3013236,571.1384117,fpC-005934-g6-0145.fit,fpC-005934-r6-0145.fit
194,190796,13.12167,137.77542,984.2227057,594.5314854,fpC-005935-g2-0142.fit,fpC-005935-r2-0142.fit
200,191819,15.60889,149.05417,487.8957863,368.3510249,fpC-005935-g2-0217.fit,fpC-005935-r2-0217.fit
319,205097,15.76861,150.01083,249.194435,696.9451025,fpC-005935-g2-0223.fit,fpC-005935-r2-0223.fit
279,202143,16.02278,150.88792,1028.474001,502.6841155,fpC-005935-g2-0229.fit,fpC-005935-r2-0229.fit
239,193866,14.16139,139.88,1742.033039,532.4103003,fpC-005935-g3-0157.fit,fpC-005935-r3-0157.fit
247,193905,15.31056,145.49416,547.8585212,607.2126186,fpC-005935-g3-0194.fit,fpC-005935-r3-0194.fit
249,193921,15.8075,147.31209,1564.540879,792.9773077,fpC-005935-g3-0206.fit,fpC-005935-r3-0206.fit
233,193819,15.82639,148.21042,106.7718991,348.3419686,fpC-005935-g3-0212.fit,fpC-005935-r3-0212.fit
158,182477,12.24222,131.47417,355.9057985,386.343534,fpC-005935-g4-0101.fit,fpC-005935-r4-0101.fit
184,188788,13.05583,134.30707,696.7542396,717.5648344,fpC-005935-g4-0120.fit,fpC-005935-r4-0120.fit
238,193862,14.71444,139.23167,378.8267906,310.1762724,fpC-005935-g5-0154.fit,fpC-005935-r5-0154.fit
244,193891,13.12139,143.80084,1879.535349,915.3382568,fpC-005972-g3-0189.fit,fpC-005972-r3-0189.fit
232,193818,13.91083,147.96169,1949.795624,277.0541005,fpC-005972-g3-0217.fit,fpC-005972-r3-0217.fit
226,193791,12.05,136.93333,1408.733303,552.3095095,fpC-005972-g4-0144.fit,fpC-005972-r4-0144.fit
227,193792,12.00917,137.34416,232.4422433,1308.395442,fpC-005972-g4-0146.fit,fpC-005972-r4-0146.fit
156,182466,9.23278,123.88625,1273.208168,1052.395455,fpC-005972-g5-0056.fit,fpC-005972-r5-0056.fit
243,193888,13.91306,143.54793,1746.630104,155.8177,fpC-005972-g5-0189.fit,fpC-005972-r5-0189.fit
248,193919,14.40361,146.98459,302.0537314,799.6611113,fpC-005972-g5-0211.fit,fpC-005972-r5-0211.fit
246,193894,12.54667,144.60291,1098.25584,407.7760275,fpC-006004-g1-0191.fit,fpC-006004-r1-0191.fit
282,202221,14.64972,158.12917,79.81125982,302.0682618,fpC-006004-g1-0280.fit,fpC-006004-r1-0280.fit
188,188881,9.20861,128.15459,745.3360513,244.0776717,fpC-006004-g2-0081.fit,fpC-006004-r2-0081.fit
245,193893,12.97167,144.45625,1325.034445,1249.613127,fpC-006004-g2-0190.fit,fpC-006004-r2-0190.fit
234,193824,13.78028,149.53,241.3835574,432.6797905,fpC-006004-g2-0224.fit,fpC-006004-r2-0224.fit
331,205260,14.79056,155.75168,487.9455515,206.5448935,fpC-006004-g2-0265.fit,fpC-006004-r2-0265.fit
142,180686,9.22472,126.21542,1501.339708,1147.191906,fpC-006004-g3-0068.fit,fpC-006004-r3-0068.fit
323,205148,15.28556,156.05916,730.8929152,815.0972345,fpC-006004-g3-0267.fit,fpC-006004-r3-0267.fit
242,193883,13.78306,142.71584,171.7753094,1245.15317,fpC-006004-g5-0180.fit,fpC-006004-r5-0180.fit
250,193923,14.77583,147.40874,1046.536419,1364.536255,fpC-006004-g5-0211.fit,fpC-006004-r5-0211.fit
315,205061,9.17445,164.36417,219.0309042,100.4522683,fpC-006160-g3-0051.fit,fpC-006160-r3-0051.fit
998,748648,15.40722,326.19711,1669.802453,712.4071538,fpC-006177-g4-0303.fit,fpC-006177-r4-0303.fit
863,321490,28.90722,341.93958,1143.791751,113.6400759,fpC-006182-g1-0294.fit,fpC-006182-r1-0294.fit
861,321438,30.25222,342.57086,138.8928364,197.6422804,fpC-006182-g4-0288.fit,fpC-006182-r4-0288.fit
860,321435,32.18834,341.93207,838.8873042,170.953021,fpC-006182-g5-0275.fit,fpC-006182-r5-0275.fit
859,321429,31.53,340.36124,722.3089542,930.9174809,fpC-006354-g1-0107.fit,fpC-006354-r1-0107.fit
858,321385,24.70945,344.81293,765.4511603,333.5665818,fpC-006354-g1-0160.fit,fpC-006354-r1-0160.fit
1005,748757,16.02222,349.76544,1242.984541,1404.293045,fpC-006354-g1-0225.fit,fpC-006354-r1-0225.fit
862,321451,29.83,342.01331,158.2769288,397.8870722,fpC-006354-g2-0122.fit,fpC-006354-r2-0122.fit
74,12212,29.13833,342.62582,1210.850529,101.7909677,fpC-006354-g2-0128.fit,fpC-006354-r2-0128.fit
864,321492,29.01444,343.3479,1823.955583,1201.731626,fpC-006354-g3-0130.fit,fpC-006354-r3-0130.fit
854,320466,27.98056,344.3396,326.1626579,1027.343662,fpC-006354-g4-0139.fit,fpC-006354-r4-0139.fit
875,332906,25.87444,346.28836,1216.029714,903.677046,fpC-006354-g5-0157.fit,fpC-006354-r5-0157.fit
75,12289,24.07472,344.92291,699.6602586,1209.458542,fpC-006366-g1-0086.fit,fpC-006366-r1-0086.fit
1009,748767,15.88611,351.04498,1138.606839,182.1884063,fpC-006366-g4-0153.fit,fpC-006366-r4-0153.fit
877,333318,24.14444,347.66208,1952.900249,496.6151062,fpC-006366-g6-0094.fit,fpC-006366-r6-0094.fit
